1. Events in the passive voice,2. Nominalized events,3. Events in a subordinate clause,4. Events in a condition,5. Events that are counterfactuals,6. Events that are in direct speech,7. Events that are in indirect speech,8. Events that come with a citation,9. Events that are paraphrased,10. Dates,11. Tense of the verbs in the text,12. Aspectual markers of the verbs,13. Events that are in the future and speculative,text,6. Events in direct speech,7. Events in indirect speech,11. Tense of the verbs,12. Aspectual markers,4. Events that are in a condition,"12. Aspectual markers of the verbs"": {""was"
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""none""","""no""",She looked around frantically.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple""","""no""",Finally she called mall security.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""Past""","""Past Continuous ('were questioning'), Past Progressive ('was missing')""","""no""",As they started questioning her she realized her car was n't missing.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past perfect""","""perfect aspect (had gone)""","""no""",She had gone out of the wrong door of the mall. ,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""Past Simple""","""no""","""no""",Tim always wanted a fast car like his friends.,,,,,,
"""no""","""no""","""no""","""no""","""no""",,,"""no""","""no""",[],"""past""","""none""","""no""",The problem was that he had one of the slowest card in town.,"""no""","""no""",,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple aspect""","""no""",He decided to get a part time job for some extra money.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""perfective""","""no""",He finally raised enough money for a new car.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""present""","""simple aspect""","""no""",He now races his fast car with those of his friends. ,,,,,,
"""No""","""No""","""Yes""","""No""","""No""","""No""","""No""","""No""","""No""",[],"""Past""","""None""","""No""",Jeff visited a giraffe that was in the zoo.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple aspect""","""no""",He fed several bard pellets and petted him.,,,,,,
"""no""","""no""","""yes""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""none""","""no""",The giraffe jumped as soon as Jeff tapped his head.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""Past""","""Simple aspect""","""no""",It managed to run away.,,,,,,
"""No""","""No""","""No""","""No""","""No""","""No""","""No""","""No""","""No""",[],"""Past""","""Simple aspect""","""No""","However, it turned around and started charging at Jeff. ",,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""present""","""simple""","""no""",Barry is very tall.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""no particular marker, simple aspect""","""no""",His feet hung off his bed.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""none""","""no""","One day, Barry bought a very long bed. ",,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple""","""no""",He slept very well that night.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""future""","""none""","""yes""",Barry will never sleep in a normal bed again. ,,,,,,
"""No""","""No""","""No""","""No""","""No""","""No""","""No""","""No""","""No""",[],"""Past tense""","""Simple aspect""","""No""",Tom and his friends decided to go hiking.,,,,,,
"""no""","""no""","""yes""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple aspect""","""no""",While hiking Tom tripped and fell down a cliff.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""none""","""no""",He was injured so his friends called for help.,,,,,,
"""yes""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple""","""no""",Search and rescue came and saved Tom.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple""","""no""",After a two weeks in the hospital Tom recovered. ,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""no specific markers; simple aspect""","""no""",Dave was a scientist.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""none""","""no""",Dave wanted to make a great scientific discovery.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple aspect""","""no""",Dave worked with algae to make electricity.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""None""","""no""",Dave discovered he could make electricity with algae!,,,,,,
"""yes""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""none""","""no""",Dave was awarded for his great discovery. ,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple aspect""","""yes""",Chelsea knew she did not want to be waitress the rest of her life.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""completed actions (simple past)""","""no""",She went to college at night and worked during the day.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","[""Two years later""]","""past""","""simple aspect""","""no""","Two years later, she got her degree and the job she wanted. ",,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""realized - simple aspect""","""no""","After six months, she realized the corporate life was not for her. ",,,,,,
"""no""","""no""","""yes""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""Present""","""Simple""","""no""",She is now a manager at the restaurant that she worked at before. ,,,,,,
"""No""","""No""","""No""","""No""","""No""","""No""","""No""","""No""","""No""",[],"""Past""","""None""","""No""",My dorm mates were incredible pranksters.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""none""","""no""",One day they filled a thirty gallon Rubbermaid trash can with water.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple""","""no""","The opened the laundry room door, propping the can on the door 's top. ",,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple aspect""","""no""","As the floor manager entered the laundry room, they nudged the door. ",,,,,,
"""No""","""No""","""No""","""No""","""No""","""No""","""No""","""No""","""No""",[],"""Past""","""Simple""","""No""",The entire thirty gallons poured down on the manager in an icy flood! ,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""simple past""","""none""","""no""",Carrie a seven year old girl always wanted a puppy.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""none""","""no""",Her parents believed she was too young for such responsibility.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple""","""no""",They soon realized there little girl was growing up.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""none""","""no""",They also realized she was ready for more responsibility.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple aspect""","""no""",They took her to the pet shop to buy Carrie her very first puppy. ,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""none""","""no""",Karla took care of eight children in her daycare.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""past perfect for 'had'""","""no""",She had too many little ones to go on a walk with her double stroller.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""progressive ('began looking')""","""no""",She began looking for a stroller that would hold lots of kids.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""none""","""no""",She found a stroller online that could hold up to four little ones.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past, present""",,"""no""",She purchased the stroller and is able to go on walks. ,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple aspect""","""no""",A boy walked up to the ticket taker at the local circus.,,,,,,
"""no""","""no""","""yes""","""yes""","""no""","""no""","""yes""","""no""","""no""",[],"""past""","""none""","""no""",He asked if he could get in for free because he was poor.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""none""","""no""",The ticket taker pitied the boy but could n't do what he wanted.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""inceptive aspect ('began to')""","""no""",The boy began to dance for the people in line to earn money.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""none""","""no""",The boy bought his ticket and gave the ticket taker a dirty look. ,,,,,,
"""No""","""No""","""No""","""No""","""No""","""No""","""No""","""No""","""No""",[],"""Past""","""Progressive""","""No""",Rick was watching TV.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""none""","""no""",And he noticed that there was nothing to watch but children 's shows.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""none""","""no""",One of the shows he remembered.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","[""used to""]","""no""",And he used to watch it when he was a child.,,,,,,
"""No""","""Yes""","""No""","""No""","""No""","""No""","""No""","""No""","""No""",[],"""Past""","""None""","""No""",Rick enjoyed being reminded of his childhood. ,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""simple past""","""none""","""no""",Milwaukee resident Wallace wanted to go swimming in the lake.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","[""early September""]","""past""","""simple past aspect""","""no""","It was early September, and he donned his swim trunks. ",,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple aspect""","""no""",He drove to the lake and found parking.,,,,,,
"""no""","""no""","""yes""","""yes""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""was (simple aspect)""","""no""",The water was already far too cold for him to swim.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""Past""","""Simple""","""no""",Wallace went home unsatisfied. ,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple""","""no""",Nia broke her leg.,,,,,,
"""yes""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""no specific markers""","""no""",She had to get a cast put on it.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""Past""","""Imperfective aspect (was wearing)""","""no""",She was awkward at first wearing it.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""grew used to - Simple Past""","""no""",But soon she grew used to it.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""none noted""","""no""","Before long, she could walk with ease!  ",,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""none""","""no""",Samantha really needed a haircut but did n't have much money.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""yes""","""no""","""no""",[],"""Past""","""Simple aspect""","""no""","She asked her parents, but they did n't have much money either. ",,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple aspect""","""no""",She came up with an idea to raffle off her radio at school.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""none""","""no""",She sold 85 tickets at a quarter a piece.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple aspect""","""no""","It was just enough for a haircut, and now she looks swell!  ",,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""was visiting (past continuous)""","""no""",Tim was visiting his grandparents.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""Past""","""Simple""","""no""",They did n't have wifi or fast internet.,,,,,,
"""No""","""No""","""No""","""No""","""No""","""No""","""No""","""No""","""No""",[],"""Past""","""Progressive""","""No""",Their connection was still using dial up.,,,,,,
